Unnamed: 0,date,precipitation,rmax,rmin,relative_humidity,solar_radiation,tmin,tmax,air_temp,gdd,cgdd,plant,year,location,Env_Abbr
122,2022-05-03,0.0,94.9,57.400000000000000,76.15,302.0,4.550000000000010,14.050000000000000,9.300000000000010,9.300000000000010,455.50000000000200,Winter wheat,2022,Pullman(SAT),22PULSATW
123,2022-05-04,0.0,85.10000000000000,39.0,62.05,278.90000000000000,6.9500000000000500,20.850000000000000,13.900000000000000,13.900000000000000,469.4000000000020,Winter wheat,2022,Pullman(SAT),22PULSATW
124,2022-05-05,9.6,90.2,60.3,75.3,180.4,8.050000000000010,16.25,12.150000000000000,12.150000000000000,481.5500000000020,Winter wheat,2022,Pullman(SAT),22PULSATW
125,2022-05-06,17.2,87.10000000000000,73.60000000000000,80.35000000000000,150.0,6.9500000000000500,11.650000000000000,9.30000000000004,9.30000000000004,490.8500000000020,Winter wheat,2022,Pullman(SAT),22PULSATW
126,2022-05-07,3.6,96.1,67.10000000000000,81.6,242.0,2.050000000000010,9.350000000000030,5.700000000000020,5.700000000000020,496.55000000000200,Winter wheat,2022,Pullman(SAT),22PULSATW
127,2022-05-08,0.0,79.10000000000000,52.7,65.9,258.3,0.3500000000000230,8.25,4.300000000000010,4.300000000000010,500.85000000000200,Winter wheat,2022,Pullman(SAT),22PULSATW
128,2022-05-09,0.0,86.4,49.1,67.8,242.1,-0.25,9.850000000000030,4.800000000000010,4.800000000000010,505.6500000000030,Winter wheat,2022,Pullman(SAT),22PULSATW
129,2022-05-10,0.0,86.2,41.400000000000000,63.8,295.40000000000000,-0.6499999999999770,11.850000000000000,5.600000000000020,5.600000000000020,511.2500000000030,Winter wheat,2022,Pullman(SAT),22PULSATW
130,2022-05-11,0.0,80.4,37.1,58.8,330.40000000000000,0.75,13.950000000000000,7.350000000000020,7.350000000000020,518.6000000000030,Winter wheat,2022,Pullman(SAT),22PULSATW
131,2022-05-12,9.7,84.7,40.2,62.5,224.0,1.8500000000000200,14.75,8.300000000000010,8.300000000000010,526.9000000000030,Winter wheat,2022,Pullman(SAT),22PULSATW
132,2022-05-13,2.4000000000000000,75.60000000000000,52.2,63.9,324.90000000000000,2.550000000000010,10.050000000000000,6.300000000000010,6.300000000000010,533.2000000000030,Winter wheat,2022,Pullman(SAT),22PULSATW
133,2022-05-14,1.9,78.4,57.8,68.1,146.70000000000000,6.150000000000030,12.850000000000000,9.500000000000030,9.500000000000030,542.7000000000030,Winter wheat,2022,Pullman(SAT),22PULSATW
134,2022-05-15,5.0,91.1,46.900000000000000,69,296.2,8.25,20.450000000000000,14.350000000000000,14.350000000000000,557.0500000000030,Winter wheat,2022,Pullman(SAT),22PULSATW
135,2022-05-16,0.0,100.0,62.1,81.1,299.1,5.4500000000000500,15.350000000000000,10.400000000000000,10.400000000000000,567.4500000000030,Winter wheat,2022,Pullman(SAT),22PULSATW
136,2022-05-17,0.0,74.9,45.2,60.1,330.90000000000000,5.150000000000030,14.75,9.950000000000020,9.950000000000020,577.4000000000030,Winter wheat,2022,Pullman(SAT),22PULSATW
137,2022-05-18,0.7000000000000000,91.5,51.5,71.5,164.5,3.3500000000000200,13.850000000000000,8.600000000000020,8.600000000000020,586.0000000000030,Winter wheat,2022,Pullman(SAT),22PULSATW
138,2022-05-19,0.0,72.10000000000000,48.1,60.1,202.7,2.75,10.75,6.75,6.75,592.7500000000030,Winter wheat,2022,Pullman(SAT),22PULSATW
139,2022-05-20,0.0,83.2,43.8,63.5,192.2,2.25,13.650000000000000,7.950000000000020,7.950000000000020,600.7000000000030,Winter wheat,2022,Pullman(SAT),22PULSATW
140,2022-05-21,0.8,97.6,47.8,72.7,284.5,1.25,13.650000000000000,7.450000000000020,7.450000000000020,608.1500000000030,Winter wheat,2022,Pullman(SAT),22PULSATW
141,2022-05-22,0.0,94.5,39.2,66.9,339.6,1.9500000000000500,16.850000000000000,9.400000000000030,9.400000000000030,617.5500000000030,Winter wheat,2022,Pullman(SAT),22PULSATW
142,2022-05-23,0.8,88.80000000000000,39.7,64.25,287.6,3.25,17.150000000000000,10.200000000000000,10.200000000000000,627.7500000000030,Winter wheat,2022,Pullman(SAT),22PULSATW
143,2022-05-24,0.0,100.0,46.6,73.3,302.5,3.650000000000030,17.25,10.450000000000000,10.450000000000000,638.2000000000030,Winter wheat,2022,Pullman(SAT),22PULSATW
144,2022-05-25,0.0,78.60000000000000,50.6,64.6,256.2,9.850000000000030,18.75,14.300000000000000,14.300000000000000,652.5000000000030,Winter wheat,2022,Pullman(SAT),22PULSATW
145,2022-05-26,6.0,87.5,44.3,65.9,279.2,9.75,22.350000000000000,16.05000000000000,16.05000000000000,668.5500000000030,Winter wheat,2022,Pullman(SAT),22PULSATW
146,2022-05-27,1.2000000000000000,88.60000000000000,58.6,73.6,245.7,8.650000000000030,17.05000000000000,12.850000000000000,12.850000000000000,681.4000000000030,Winter wheat,2022,Pullman(SAT),22PULSATW
147,2022-05-28,1.4,79.10000000000000,64.4,71.75,172.70000000000000,7.950000000000050,13.25,10.600000000000000,10.600000000000000,692.0000000000030,Winter wheat,2022,Pullman(SAT),22PULSATW
148,2022-05-29,1.6,87.9,71.2,79.6,211.3,6.25,11.550000000000000,8.900000000000010,8.900000000000010,700.9000000000030,Winter wheat,2022,Pullman(SAT),22PULSATW
149,2022-05-30,0.0,100.0,80.7,90.4,191.0,4.4500000000000500,9.950000000000040,7.2000000000000500,7.2000000000000500,708.1000000000030,Winter wheat,2022,Pullman(SAT),22PULSATW
150,2022-05-31,0.0,86.7,42.6,64.7,314.20000000000000,6.75,19.55000000000000,13.150000000000000,13.150000000000000,721.2500000000030,Winter wheat,2022,Pullman(SAT),22PULSATW
151,2022-06-01,0.0,72.4,41.2,56.8,304.0,10.450000000000000,21.850000000000000,16.150000000000000,16.150000000000000,737.4000000000030,Winter wheat,2022,Pullman(SAT),22PULSATW
152,2022-06-02,6.0,82.9,40.0,61.5,239.6,11.350000000000000,25.350000000000000,18.350000000000000,18.350000000000000,755.7500000000030,Winter wheat,2022,Pullman(SAT),22PULSATW
153,2022-06-03,9.9,97.8,57.1,77.5,254.8,9.950000000000040,20.75,15.350000000000000,15.350000000000000,771.1000000000030,Winter wheat,2022,Pullman(SAT),22PULSATW
154,2022-06-04,8.5,95.8,76.2,86.0,156.0,9.050000000000010,15.050000000000000,12.050000000000000,12.050000000000000,783.1500000000030,Winter wheat,2022,Pullman(SAT),22PULSATW
155,2022-06-05,2.4000000000000000,87.5,55.0,71.3,241.5,9.950000000000040,19.65000000000000,14.80000000000000,14.80000000000000,797.9500000000030,Winter wheat,2022,Pullman(SAT),22PULSATW
156,2022-06-06,0.0,99.4,52.0,75.7,279.90000000000000,5.9500000000000500,18.15000000000000,12.05000000000000,12.05000000000000,810.000000000003,Winter wheat,2022,Pullman(SAT),22PULSATW
157,2022-06-07,0.0,92.2,43.400000000000000,67.8,335.8,7.650000000000030,21.65000000000000,14.650000000000000,14.650000000000000,824.650000000003,Winter wheat,2022,Pullman(SAT),22PULSATW
158,2022-06-08,0.0,90.2,49.5,69.9,272.0,9.850000000000030,21.65000000000000,15.750000000000000,15.750000000000000,840.400000000003,Winter wheat,2022,Pullman(SAT),22PULSATW
159,2022-06-09,4.5,76.7,46.1,61.4,207.3,12.150000000000000,22.75,17.450000000000000,17.450000000000000,857.8500000000030,Winter wheat,2022,Pullman(SAT),22PULSATW
160,2022-06-10,20.700000000000000,87.7,78.30000000000000,83,141.6,13.25,17.650000000000000,15.450000000000000,15.450000000000000,873.3000000000030,Winter wheat,2022,Pullman(SAT),22PULSATW
161,2022-06-11,5.0,92.8,64.0,78.4,197.4,11.25,19.55000000000000,15.400000000000000,15.400000000000000,888.7000000000030,Winter wheat,2022,Pullman(SAT),22PULSATW
162,2022-06-12,21.700000000000000,100.0,58.400000000000000,79.2,221.3,5.650000000000030,19.15000000000000,12.400000000000000,12.400000000000000,901.1000000000030,Winter wheat,2022,Pullman(SAT),22PULSATW
163,2022-06-13,14.1,96.7,84.5,90.6,178.0,5.050000000000010,9.550000000000010,7.300000000000010,7.300000000000010,908.400000000003,Winter wheat,2022,Pullman(SAT),22PULSATW
164,2022-06-14,0.0,79.60000000000000,61.6,70.6,202.8,5.850000000000020,12.25,9.050000000000010,9.050000000000010,917.450000000003,Winter wheat,2022,Pullman(SAT),22PULSATW
165,2022-06-15,0.0,87.5,43.2,65.4,329.70000000000000,7.650000000000030,20.950000000000000,14.30000000000000,14.30000000000000,931.7500000000030,Winter wheat,2022,Pullman(SAT),22PULSATW
166,2022-06-16,0.0,83.4,55.2,69.3,316.40000000000000,11.650000000000000,20.65000000000000,16.150000000000000,16.150000000000000,947.900000000003,Winter wheat,2022,Pullman(SAT),22PULSATW
167,2022-06-17,4.7,100.0,67.10000000000000,83.55,273.2,9.950000000000040,18.75,14.350000000000000,14.350000000000000,962.2500000000030,Winter wheat,2022,Pullman(SAT),22PULSATW
168,2022-06-18,5.9,87.9,75.4,81.7,130.20000000000000,8.850000000000020,13.75,11.300000000000000,11.300000000000000,973.5500000000030,Winter wheat,2022,Pullman(SAT),22PULSATW
169,2022-06-19,3.3000000000000000,76.5,60.2,68.4,216.5,9.050000000000010,15.350000000000000,12.200000000000000,12.200000000000000,985.7500000000030,Winter wheat,2022,Pullman(SAT),22PULSATW
170,2022-06-20,1.8,79.4,54.5,67.0,243.0,10.050000000000000,18.450000000000000,14.250000000000000,14.250000000000000,1000.0000000000000,Winter wheat,2022,Pullman(SAT),22PULSATW
171,2022-06-21,0.0,79.30000000000000,40.7,60,335.20000000000000,10.850000000000000,23.850000000000000,17.350000000000000,17.350000000000000,1017.3500000000000,Winter wheat,2022,Pullman(SAT),22PULSATW
172,2022-06-22,0.0,91.6,42.1,66.9,335.40000000000000,10.75,25.450000000000000,18.100000000000000,18.100000000000000,1035.4500000000000,Winter wheat,2022,Pullman(SAT),22PULSATW
173,2022-06-23,0.0,85.5,42.6,64.1,338.3,8.25,21.450000000000000,14.850000000000000,14.850000000000000,1050.3000000000000,Winter wheat,2022,Pullman(SAT),22PULSATW
174,2022-06-24,0.0,78.4,37.7,58.1,326.3,7.350000000000020,21.05000000000000,14.200000000000000,14.200000000000000,1064.5000000000000,Winter wheat,2022,Pullman(SAT),22PULSATW
175,2022-06-25,0.0,75.5,31.0,53.3,343.40000000000000,9.150000000000030,25.55000000000000,17.350000000000000,17.350000000000000,1081.8500000000000,Winter wheat,2022,Pullman(SAT),22PULSATW
176,2022-06-26,0.0,70.9,30.700000000000000,50.8,344.8,11.650000000000000,27.55000000000000,19.600000000000000,19.600000000000000,1101.4500000000000,Winter wheat,2022,Pullman(SAT),22PULSATW
177,2022-06-27,0.0,82.2,31.4,56.8,336.1,14.050000000000000,32.25,23.15000000000000,23.15000000000000,1124.6000000000000,Winter wheat,2022,Pullman(SAT),22PULSATW
178,2022-06-28,0.0,89.2,36.9,63.1,335.20000000000000,9.75,26.05000000000000,17.900000000000000,17.900000000000000,1142.5000000000000,Winter wheat,2022,Pullman(SAT),22PULSATW
179,2022-06-29,0.0,77.30000000000000,40.8,59.05,336.8,9.850000000000030,22.350000000000000,16.100000000000000,16.100000000000000,1158.6000000000000,Winter wheat,2022,Pullman(SAT),22PULSATW
180,2022-06-30,0.0,90.5,34.300000000000000,62.4,328.0,8.75,26.350000000000000,17.55000000000000,17.55000000000000,1176.1500000000000,Winter wheat,2022,Pullman(SAT),22PULSATW
181,2022-07-01,0.0,100.0,40.7,70.4,341.0,9.150000000000030,26.350000000000000,17.75000000000000,17.75000000000000,1193.9000000000000,Winter wheat,2022,Pullman(SAT),22PULSATW
182,2022-07-02,8.8,100.0,45.2,72.6,332.5,10.450000000000000,26.450000000000000,18.450000000000000,18.450000000000000,1212.3500000000000,Winter wheat,2022,Pullman(SAT),22PULSATW
183,2022-07-03,2.7,100.0,73.10000000000000,86.55,265.1,11.550000000000000,19.950000000000000,15.750000000000000,15.750000000000000,1228.1000000000000,Winter wheat,2022,Pullman(SAT),22PULSATW
184,2022-07-04,2.8000000000000000,100.0,68.60000000000000,84.3,263.40000000000000,9.650000000000030,18.65000000000000,14.150000000000000,14.150000000000000,1242.2500000000000,Winter wheat,2022,Pullman(SAT),22PULSATW
185,2022-07-05,0.0,89.80000000000000,41.400000000000000,65.6,264.5,12.050000000000000,25.75,18.90000000000000,18.90000000000000,1261.1500000000000,Winter wheat,2022,Pullman(SAT),22PULSATW
186,2022-07-06,0.0,100.0,55.900000000000000,77.95,330.70000000000000,13.550000000000000,24.75,19.15000000000000,19.15000000000000,1280.3000000000000,Winter wheat,2022,Pullman(SAT),22PULSATW
187,2022-07-07,0.0,100.0,61.6,80.8,320.70000000000000,12.450000000000000,23.950000000000000,18.200000000000000,18.200000000000000,1298.500000000000,Winter wheat,2022,Pullman(SAT),22PULSATW
188,2022-07-08,0.0,100.0,50.7,75.4,332.3,12.050000000000000,25.65000000000000,18.850000000000000,18.850000000000000,1317.350000000000,Winter wheat,2022,Pullman(SAT),22PULSATW
189,2022-07-09,0.0,100.0,47.0,73.5,319.40000000000000,11.950000000000000,25.450000000000000,18.700000000000000,18.700000000000000,1336.050000000000,Winter wheat,2022,Pullman(SAT),22PULSATW
190,2022-07-10,0.0,87.80000000000000,42.0,64.9,332.8,10.450000000000000,23.450000000000000,16.950000000000000,16.950000000000000,1353.000000000000,Winter wheat,2022,Pullman(SAT),22PULSATW
191,2022-07-11,0.0,85.4,35.7,60.6,333.90000000000000,11.75,26.950000000000000,19.350000000000000,19.350000000000000,1372.350000000000,Winter wheat,2022,Pullman(SAT),22PULSATW
192,2022-07-12,0.0,92.3,36.6,64.5,333.70000000000000,14.350000000000000,30.75,22.55000000000000,22.55000000000000,1394.900000000000,Winter wheat,2022,Pullman(SAT),22PULSATW
193,2022-07-13,0.0,100.0,38.0,69.0,312.90000000000000,10.75,28.25,19.5,19.5,1414.400000000000,Winter wheat,2022,Pullman(SAT),22PULSATW
194,2022-07-14,0.0,100.0,34.1,67.1,333.70000000000000,9.650000000000030,28.450000000000000,19.05000000000000,19.05000000000000,1433.450000000000,Winter wheat,2022,Pullman(SAT),22PULSATW
195,2022-07-15,0.0,89.5,31.6,60.6,326.90000000000000,10.550000000000000,28.350000000000000,19.450000000000000,19.450000000000000,1452.900000000000,Winter wheat,2022,Pullman(SAT),22PULSATW
196,2022-07-16,0.0,86.0,34.1,60.1,330.20000000000000,12.050000000000000,28.15000000000000,20.100000000000000,20.100000000000000,1473.000000000000,Winter wheat,2022,Pullman(SAT),22PULSATW
197,2022-07-17,0.7000000000000000,97.4,44.400000000000000,70.9,328.70000000000000,11.650000000000000,25.55000000000000,18.600000000000000,18.600000000000000,1491.600000000000,Winter wheat,2022,Pullman(SAT),22PULSATW
198,2022-07-18,0.0,76.2,42.0,59.1,332.1,11.550000000000000,22.350000000000000,16.950000000000000,16.950000000000000,1508.550000000000,Winter wheat,2022,Pullman(SAT),22PULSATW
199,2022-07-19,0.0,79.4,30.0,54.7,329.8,11.350000000000000,28.05000000000000,19.700000000000000,19.700000000000000,1528.250000000000,Winter wheat,2022,Pullman(SAT),22PULSATW
200,2022-07-20,0.0,77.60000000000000,24.200000000000000,50.9,330.70000000000000,11.550000000000000,31.25,21.40000000000000,21.40000000000000,1549.6500000000000,Winter wheat,2022,Pullman(SAT),22PULSATW
201,2022-07-21,0.0,72.8,21.9,47.4,331.70000000000000,11.550000000000000,31.75,21.65000000000000,21.65000000000000,1571.3000000000000,Winter wheat,2022,Pullman(SAT),22PULSATW
202,2022-07-22,0.0,77.5,28.3,52.9,329.6,10.350000000000000,27.450000000000000,18.90000000000000,18.90000000000000,1590.2000000000000,Winter wheat,2022,Pullman(SAT),22PULSATW
203,2022-07-23,0.0,97.7,29.4,63.6,323.8,8.950000000000050,29.15000000000000,19.05000000000000,19.05000000000000,1609.2500000000000,Winter wheat,2022,Pullman(SAT),22PULSATW
204,2022-07-24,0.0,76.9,28.3,52.6,323.5,13.150000000000000,30.450000000000000,21.80000000000000,21.80000000000000,1631.0500000000000,Winter wheat,2022,Pullman(SAT),22PULSATW
205,2022-07-25,0.0,70.3,24.9,47.6,314.5,14.550000000000000,32.55000000000000,23.55000000000000,23.55000000000000,1654.6000000000000,Winter wheat,2022,Pullman(SAT),22PULSATW
206,2022-07-26,0.0,73.7,25.8,49.8,317.5,15.25,33.55000000000000,24.40000000000000,24.40000000000000,1679.0000000000000,Winter wheat,2022,Pullman(SAT),22PULSATW
207,2022-07-27,0.0,75.4,25.6,50.5,307.90000000000000,15.650000000000000,34.55000000000000,25.100000000000000,25.100000000000000,1704.1000000000000,Winter wheat,2022,Pullman(SAT),22PULSATW
208,2022-07-28,0.0,76.4,25.8,51.1,312.5,16.25,35.35000000000000,25.80000000000000,25.80000000000000,1729.9000000000000,Winter wheat,2022,Pullman(SAT),22PULSATW
209,2022-07-29,0.0,64.3,19.200000000000000,41.75,320.6,15.650000000000000,36.35000000000000,26.00000000000000,26.00000000000000,1755.9000000000000,Winter wheat,2022,Pullman(SAT),22PULSATW
210,2022-07-30,0.0,51.900000000000000,17.1,34.5,317.3,15.850000000000000,34.75,25.30000000000000,25.30000000000000,1781.2000000000000,Winter wheat,2022,Pullman(SAT),22PULSATW
211,2022-07-31,0.0,45.6,15.6,30.6,315.5,16.55000000000000,34.650000000000000,25.600000000000000,25.600000000000000,1806.8000000000000,Winter wheat,2022,Pullman(SAT),22PULSATW
212,2022-08-01,0.0,45.0,15.3,30.2,244.6,18.05000000000000,32.35000000000000,25.200000000000000,25.200000000000000,1832.0000000000000,Winter wheat,2022,Pullman(SAT),22PULSATW
213,2022-08-02,0.0,73.7,22.5,48.1,298.2,13.050000000000000,30.55000000000000,21.80000000000000,21.80000000000000,1853.8000000000000,Winter wheat,2022,Pullman(SAT),22PULSATW
214,2022-08-03,0.0,69.3,18.5,43.9,295.2,13.350000000000000,32.55000000000000,22.950000000000000,22.950000000000000,1876.7500000000000,Winter wheat,2022,Pullman(SAT),22PULSATW
215,2022-08-04,0.0,96.0,29.5,62.8,296.6,8.150000000000030,25.850000000000000,17.00000000000000,17.00000000000000,1893.7500000000000,Winter wheat,2022,Pullman(SAT),22PULSATW
216,2022-08-05,0.0,96.8,28.4,62.6,290.6,7.350000000000020,25.65000000000000,16.50000000000000,16.50000000000000,1910.2500000000000,Winter wheat,2022,Pullman(SAT),22PULSATW
217,2022-08-06,0.0,93.2,23.200000000000000,58.2,296.3,7.050000000000010,27.55000000000000,17.30000000000000,17.30000000000000,1927.5500000000000,Winter wheat,2022,Pullman(SAT),22PULSATW
218,2022-08-07,0.0,72.2,16.8,44.5,292.5,9.550000000000010,30.350000000000000,19.950000000000000,19.950000000000000,1947.5000000000000,Winter wheat,2022,Pullman(SAT),22PULSATW
219,2022-08-08,0.0,46.900000000000000,12.2,29.55,291.7,16.650000000000000,34.55000000000000,25.600000000000000,25.600000000000000,1973.1000000000000,Winter wheat,2022,Pullman(SAT),22PULSATW
220,2022-08-09,0.8,49.3,17.3,33.3,200.2,19.55000000000000,34.05000000000000,26.80000000000000,26.80000000000000,1999.9000000000000,Winter wheat,2022,Pullman(SAT),22PULSATW
221,2022-08-10,0.6000000000000000,83.7,34.300000000000000,59,222.0,17.150000000000000,31.15000000000000,24.15000000000000,24.15000000000000,2024.0500000000000,Winter wheat,2022,Pullman(SAT),22PULSATW
222,2022-08-11,2.4000000000000000,92.9,33.1,63.0,242.4,15.650000000000000,31.950000000000000,23.80000000000000,23.80000000000000,2047.8500000000000,Winter wheat,2022,Pullman(SAT),22PULSATW
223,2022-08-12,0.0,94.9,31.3,63.1,271.7,14.350000000000000,31.75,23.05000000000000,23.05000000000000,2070.9000000000000,Winter wheat,2022,Pullman(SAT),22PULSATW
224,2022-08-13,0.0,92.7,30.4,61.6,282.8,10.050000000000000,26.950000000000000,18.50000000000000,18.50000000000000,2089.4000000000000,Winter wheat,2022,Pullman(SAT),22PULSATW
225,2022-08-14,0.0,88.60000000000000,22.1,55.35,282.40000000000000,8.550000000000010,29.05000000000000,18.80000000000000,18.80000000000000,2108.200000000010,Winter wheat,2022,Pullman(SAT),22PULSATW
226,2022-08-15,0.0,76.0,16.5,46.3,279.40000000000000,9.550000000000010,31.450000000000000,20.50000000000000,20.50000000000000,2128.700000000010,Winter wheat,2022,Pullman(SAT),22PULSATW
227,2022-08-16,0.0,64.2,14.3,39.3,277.40000000000000,12.350000000000000,33.55000000000000,22.950000000000000,22.950000000000000,2151.6500000000000,Winter wheat,2022,Pullman(SAT),22PULSATW
228,2022-08-17,0.0,70.0,13.5,41.8,274.7,12.550000000000000,36.150000000000000,24.350000000000000,24.350000000000000,2176.0000000000000,Winter wheat,2022,Pullman(SAT),22PULSATW
229,2022-08-18,0.0,68.9,16.0,42.5,271.5,15.050000000000000,36.450000000000000,25.75000000000000,25.75000000000000,2201.7500000000000,Winter wheat,2022,Pullman(SAT),22PULSATW
230,2022-08-19,0.0,64.9,22.700000000000000,43.8,226.4,17.55000000000000,33.150000000000000,25.350000000000000,25.350000000000000,2227.1000000000000,Winter wheat,2022,Pullman(SAT),22PULSATW
231,2022-08-20,0.0,77.0,28.3,52.7,258.0,17.05000000000000,32.450000000000000,24.75000000000000,24.75000000000000,2251.8500000000000,Winter wheat,2022,Pullman(SAT),22PULSATW
232,2022-08-21,0.0,96.1,26.5,61.3,262.7,13.25,33.25,23.25,23.25,2275.1000000000000,Winter wheat,2022,Pullman(SAT),22PULSATW
233,2022-08-22,0.0,85.0,30.9,58.0,218.0,12.450000000000000,27.850000000000000,20.15000000000000,20.15000000000000,2295.2500000000000,Winter wheat,2022,Pullman(SAT),22PULSATW
234,2022-08-23,0.0,89.7,27.8,58.8,258.7,13.050000000000000,31.05000000000000,22.05000000000000,22.05000000000000,2317.3000000000000,Winter wheat,2022,Pullman(SAT),22PULSATW
235,2022-08-24,0.0,85.5,29.1,57.3,245.4,14.550000000000000,31.15000000000000,22.850000000000000,22.850000000000000,2340.1500000000000,Winter wheat,2022,Pullman(SAT),22PULSATW
236,2022-08-25,0.0,84.5,31.700000000000000,58.1,253.1,15.150000000000000,30.350000000000000,22.75000000000000,22.75000000000000,2362.9000000000000,Winter wheat,2022,Pullman(SAT),22PULSATW
237,2022-08-26,0.0,72.60000000000000,28.4,50.5,253.0,16.25,30.450000000000000,23.350000000000000,23.350000000000000,2386.2500000000000,Winter wheat,2022,Pullman(SAT),22PULSATW
238,2022-08-27,0.0,100.0,40.5,70.3,227.1,8.150000000000030,22.25,15.200000000000000,15.200000000000000,2401.4500000000000,Winter wheat,2022,Pullman(SAT),22PULSATW
239,2022-08-28,0.0,79.5,28.200000000000000,53.85,250.7,8.050000000000010,23.15000000000000,15.600000000000000,15.600000000000000,2417.0500000000000,Winter wheat,2022,Pullman(SAT),22PULSATW
240,2022-08-29,0.0,58.3,17.400000000000000,37.85,252.4,13.150000000000000,30.05000000000000,21.600000000000000,21.600000000000000,2438.650000000000,Winter wheat,2022,Pullman(SAT),22PULSATW
